system_variant,system_family,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,steel_volume,timber_volume,material_concrete_id,material_pt_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,source
milbank_bb_155_md_10,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,1.5,3.9,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_11,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,2,3.75,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_12,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,2.5,3.6,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_13,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,3,3.45,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_14,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,4,3.25,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_15,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,5,3.05,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_16,milbank_bb_155_md,0.155,0.1,,,1.88,1.8,7.5,2.7,0.07833333,0.0376,,concrete,pt,,,398,MILBANK_155MD_A,
milbank_bb_155_md_17,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,0.75,4.95,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_18,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,1.5,4.6,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_19,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,2,4.4,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_20,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,2.5,4.2,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_21,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,3,4.15,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_22,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,4,3.8,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_23,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,5,3.6,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_24,milbank_bb_155_md,0.155,0.1,,,2.06,1.8,7.5,3.15,0.08583333,0.0412,,concrete,pt,,,285,MILBANK_155MD_N,
milbank_bb_155_md_25,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,0.75,4.7,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_26,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,1.5,4.4,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_27,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,2,4.2,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_28,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,2.5,4.05,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_29,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,3,3.9,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_30,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,4,3.65,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_31,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,5,3.45,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_32,milbank_bb_155_md,0.155,0.1,,,2.11,1.8,7.5,3.05,0.08791667,0.0422,,concrete,pt,,,620,MILBANK_155MD_DW,
milbank_bb_155_md_33,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,0.75,5.15,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_34,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,1.5,4.8,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_35,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,2,4.6,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_36,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,2.5,4.45,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_37,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,3,4.25,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_38,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,4,4,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_39,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,5,3.8,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_40,milbank_bb_155_md,0.155,0.1,,,2.26,1.8,7.5,3.35,0.09416667,0.0452,,concrete,pt,,,508,MILBANK_155MD_DA,
milbank_bb_155_md_41,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,0.75,5.7,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_42,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,1.5,5.35,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_43,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,2,5.15,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_44,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,2.5,4.95,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_45,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,3,4.8,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_46,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,4,4.5,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_47,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,5,4.25,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_48,milbank_bb_155_md,0.155,0.1,,,2.5,1.8,7.5,3.75,0.10416667,0.05,,concrete,pt,,,395,MILBANK_155MD_DN,
milbank_bb_155_md_49,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,0.75,6.1,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_50,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,1.5,5.7,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_51,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,2,5.5,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_52,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,2.5,5.3,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_53,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,3,5.1,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_54,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,4,4.8,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_55,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,5,4.75,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
milbank_bb_155_md_56,milbank_bb_155_md,0.155,0.1,,,2.75,1.8,7.5,4.05,0.11458333,0.055,,concrete,pt,,,505,MILBANK_155MD_TN,
lynx_bb_cs120_1,lynx_bb_cs120,0.15,0.15,,,,1.61,1.5,4.234,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_2,lynx_bb_cs120,0.15,0.15,,,,1.61,2,3.885,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_3,lynx_bb_cs120,0.15,0.15,,,,1.61,3,3.597,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_4,lynx_bb_cs120,0.15,0.15,,,,1.61,4,3.184,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_5,lynx_bb_cs120,0.15,0.15,,,,1.61,5,2.816,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_6,lynx_bb_cs120,0.15,0.15,,,,1.61,7.5,2.177,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_7,lynx_bb_cs120,0.15,0.15,,,,1.61,2.5,3.407,0.15625,0.075,,concrete,pt,,,516,LYNX_CS120_S516,
lynx_bb_cs120_8,lynx_bb_cs120,0.15,0.15,,,,1.61,1.5,4.747,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_9,lynx_bb_cs120,0.15,0.15,,,,1.61,2,4.365,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_10,lynx_bb_cs120,0.15,0.15,,,,1.61,3,4.048,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_11,lynx_bb_cs120,0.15,0.15,,,,1.61,4,3.781,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_12,lynx_bb_cs120,0.15,0.15,,,,1.61,5,3.55,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_13,lynx_bb_cs120,0.15,0.15,,,,1.61,7.5,2.785,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_14,lynx_bb_cs120,0.15,0.15,,,,1.61,2.5,3.758,0.15625,0.075,,concrete,pt,,,404,LYNX_CS120_S404,
lynx_bb_cs120_15,lynx_bb_cs120,0.15,0.15,,,,1.61,1.5,5.3,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs120_16,lynx_bb_cs120,0.15,0.15,,,,1.61,2,5.073,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs120_17,lynx_bb_cs120,0.15,0.15,,,,1.61,3,4.72,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs120_18,lynx_bb_cs120,0.15,0.15,,,,1.61,4,4.417,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs120_19,lynx_bb_cs120,0.15,0.15,,,,1.61,5,4.165,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs120_20,lynx_bb_cs120,0.15,0.15,,,,1.61,7.5,3.682,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs120_21,lynx_bb_cs120,0.15,0.15,,,,1.61,2.5,4.105,0.15625,0.075,,concrete,pt,,,291,LYNX_CS120_S291,
lynx_bb_cs160_1,lynx_bb_cs160,0.15,0.15,,,,1.61,1.5,5.127,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_2,lynx_bb_cs160,0.15,0.15,,,,1.61,2,4.716,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_3,lynx_bb_cs160,0.15,0.15,,,,1.61,3,4.39,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_4,lynx_bb_cs160,0.15,0.15,,,,1.61,4,4.121,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_5,lynx_bb_cs160,0.15,0.15,,,,1.61,5,3.896,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_6,lynx_bb_cs160,0.15,0.15,,,,1.61,7.5,3.444,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_7,lynx_bb_cs160,0.15,0.15,,,,1.61,2.5,4.597,0.15625,0.075,,concrete,pt,,,556,LYNX_CS160_S556,
lynx_bb_cs160_8,lynx_bb_cs160,0.15,0.15,,,,1.61,1.5,5.675,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_9,lynx_bb_cs160,0.15,0.15,,,,1.61,2,5.232,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_10,lynx_bb_cs160,0.15,0.15,,,,1.61,3,4.878,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_11,lynx_bb_cs160,0.15,0.15,,,,1.61,4,4.586,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_12,lynx_bb_cs160,0.15,0.15,,,,1.61,5,4.34,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_13,lynx_bb_cs160,0.15,0.15,,,,1.61,7.5,3.862,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_14,lynx_bb_cs160,0.15,0.15,,,,1.61,2.5,4.956,0.15625,0.075,,concrete,pt,,,444,LYNX_CS160_S444,
lynx_bb_cs160_15,lynx_bb_cs160,0.15,0.15,,,,1.61,1.5,6.3,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs160_16,lynx_bb_cs160,0.15,0.15,,,,1.61,2,5.96,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs160_17,lynx_bb_cs160,0.15,0.15,,,,1.61,3,5.57,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs160_18,lynx_bb_cs160,0.15,0.15,,,,1.61,4,5.247,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs160_19,lynx_bb_cs160,0.15,0.15,,,,1.61,5,4.974,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs160_20,lynx_bb_cs160,0.15,0.15,,,,1.61,7.5,4.44,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs160_21,lynx_bb_cs160,0.15,0.15,,,,1.61,2.5,5.423,0.15625,0.075,,concrete,pt,,,331,LYNX_CS160_S331,
lynx_bb_cs225_1,lynx_bb_cs225,0.225,0.225,,,,1.61,1.5,6.542,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_2,lynx_bb_cs225,0.225,0.225,,,,1.61,2,6.047,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_3,lynx_bb_cs225,0.225,0.225,,,,1.61,3,5.649,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_4,lynx_bb_cs225,0.225,0.225,,,,1.61,4,5.319,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_5,lynx_bb_cs225,0.225,0.225,,,,1.61,5,4.817,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_6,lynx_bb_cs225,0.225,0.225,,,,1.61,7.5,3.78,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_7,lynx_bb_cs225,0.225,0.225,,,,1.61,2.5,5.924,0.234375,0.1125,,concrete,pt,,,528,LYNX_CS225_S528,
lynx_bb_cs225_8,lynx_bb_cs225,0.225,0.225,,,,1.61,1.5,7.233,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_9,lynx_bb_cs225,0.225,0.225,,,,1.61,2,6.707,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_10,lynx_bb_cs225,0.225,0.225,,,,1.61,3,6.28,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_11,lynx_bb_cs225,0.225,0.225,,,,1.61,4,5.924,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_12,lynx_bb_cs225,0.225,0.225,,,,1.61,5,5.622,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_13,lynx_bb_cs225,0.225,0.225,,,,1.61,7.5,4.74,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_14,lynx_bb_cs225,0.225,0.225,,,,1.61,2.5,6.575,0.234375,0.1125,,concrete,pt,,,416,LYNX_CS225_S416,
lynx_bb_cs225_15,lynx_bb_cs225,0.225,0.225,,,,1.61,1.5,7.99,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
lynx_bb_cs225_16,lynx_bb_cs225,0.225,0.225,,,,1.61,2,7.637,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
lynx_bb_cs225_17,lynx_bb_cs225,0.225,0.225,,,,1.61,3,7.177,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
lynx_bb_cs225_18,lynx_bb_cs225,0.225,0.225,,,,1.61,4,6.791,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
lynx_bb_cs225_19,lynx_bb_cs225,0.225,0.225,,,,1.61,5,6.46,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
lynx_bb_cs225_20,lynx_bb_cs225,0.225,0.225,,,,1.61,7.5,5.805,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
lynx_bb_cs225_21,lynx_bb_cs225,0.225,0.225,,,,1.61,2.5,7.276,0.234375,0.1125,,concrete,pt,,,303,LYNX_CS225_S303,
S350_normal_weight_1,S350_normal_weight,0.13,,,0.001,2.308,,3.5,3.125,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD130_MA142_G0.9,
S350_normal_weight_2,S350_normal_weight,0.13,,,0.0009,2.308,,5,3.125,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD130_MA142_G0.9,
S350_normal_weight_3,S350_normal_weight,0.13,,,0.0009,2.308,,7.5,2.796,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD130_MA142_G0.9,
S350_normal_weight_4,S350_normal_weight,0.13,,,0.0009,2.308,,10,2.519,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD130_MA142_G0.9,
S350_normal_weight_5,S350_normal_weight,0.13,,,0.001,2.779,,3.5,3.383,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD130_MA142_G1.0,
S350_normal_weight_6,S350_normal_weight,0.13,,,0.001,2.779,,5,3.383,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD130_MA142_G1.0,
S350_normal_weight_7,S350_normal_weight,0.13,,,0.001,2.779,,7.5,2.87,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD130_MA142_G1.0,
S350_normal_weight_8,S350_normal_weight,0.13,,,0.001,2.779,,10,2.585,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD130_MA142_G1.0,
S350_normal_weight_9,S350_normal_weight,0.13,,,0.0012,3.961,,3.5,3.746,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD130_MA142_G1.2,
S350_normal_weight_10,S350_normal_weight,0.13,,,0.0012,3.961,,5,3.746,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD130_MA142_G1.2,
S350_normal_weight_11,S350_normal_weight,0.13,,,0.0012,3.961,,7.5,3.011,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD130_MA142_G1.2,
S350_normal_weight_12,S350_normal_weight,0.13,,,0.0012,3.961,,10,2.711,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD130_MA142_G1.2,
S350_normal_weight_13,S350_normal_weight,0.15,,,0.0009,2.308,,3.5,3.006,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD150_MA193_G0.9,
S350_normal_weight_14,S350_normal_weight,0.15,,,0.0009,2.308,,5,3.006,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD150_MA193_G0.9,
S350_normal_weight_15,S350_normal_weight,0.15,,,0.0009,2.308,,7.5,3.006,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD150_MA193_G0.9,
S350_normal_weight_16,S350_normal_weight,0.15,,,0.0009,2.308,,10,2.843,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD150_MA193_G0.9,
S350_normal_weight_17,S350_normal_weight,0.15,,,0.001,2.779,,3.5,3.203,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD150_MA193_G1.0,
S350_normal_weight_18,S350_normal_weight,0.15,,,0.001,2.779,,5,3.203,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD150_MA193_G1.0,
S350_normal_weight_19,S350_normal_weight,0.15,,,0.001,2.779,,7.5,3.203,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD150_MA193_G1.0,
S350_normal_weight_20,S350_normal_weight,0.15,,,0.001,2.779,,10,2.914,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD150_MA193_G1.0,
S350_normal_weight_21,S350_normal_weight,0.15,,,0.0012,3.961,,3.5,3.562,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD150_MA193_G1.2,
S350_normal_weight_22,S350_normal_weight,0.15,,,0.0012,3.961,,5,3.562,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD150_MA193_G1.2,
S350_normal_weight_23,S350_normal_weight,0.15,,,0.0012,3.961,,7.5,3.562,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD150_MA193_G1.2,
S350_normal_weight_24,S350_normal_weight,0.15,,,0.0012,3.961,,10,3.046,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD150_MA193_G1.2,
S350_normal_weight_25,S350_normal_weight,0.2,,,0.0009,2.308,,3.5,2.688,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD200_MA393_G0.9,
S350_normal_weight_26,S350_normal_weight,0.2,,,0.0009,2.308,,5,2.688,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD200_MA393_G0.9,
S350_normal_weight_27,S350_normal_weight,0.2,,,0.0009,2.308,,7.5,2.688,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD200_MA393_G0.9,
S350_normal_weight_28,S350_normal_weight,0.2,,,0.0009,2.308,,10,2.688,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR1.0_SD200_MA393_G0.9,
S350_normal_weight_29,S350_normal_weight,0.2,,,0.001,2.779,,3.5,2.866,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD200_MA393_G1.0,
S350_normal_weight_30,S350_normal_weight,0.2,,,0.001,2.779,,5,2.866,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD200_MA393_G1.0,
S350_normal_weight_31,S350_normal_weight,0.2,,,0.001,2.779,,7.5,2.866,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD200_MA393_G1.0,
S350_normal_weight_32,S350_normal_weight,0.2,,,0.001,2.779,,10,2.866,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR1.0_SD200_MA393_G1.0,
S350_normal_weight_33,S350_normal_weight,0.2,,,0.0012,3.961,,3.5,3.219,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD200_MA393_G1.2,
S350_normal_weight_34,S350_normal_weight,0.2,,,0.0012,3.961,,5,3.219,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD200_MA393_G1.2,
S350_normal_weight_35,S350_normal_weight,0.2,,,0.0012,3.961,,7.5,3.219,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD200_MA393_G1.2,
S350_normal_weight_36,S350_normal_weight,0.2,,,0.0012,3.961,,10,3.219,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR1.0_SD200_MA393_G1.2,
S350_normal_weight_37,S350_normal_weight,0.15,,,0.0009,2.308,,3.5,3.006,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR2.0_SD150_MA193_G0.9,
S350_normal_weight_38,S350_normal_weight,0.15,,,0.0009,2.308,,5,3.006,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR2.0_SD150_MA193_G0.9,
S350_normal_weight_39,S350_normal_weight,0.15,,,0.0009,2.308,,7.5,2.366,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR2.0_SD150_MA193_G0.9,
S350_normal_weight_40,S350_normal_weight,0.15,,,0.0009,2.308,,10,2.145,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR2.0_SD150_MA193_G0.9,
S350_normal_weight_41,S350_normal_weight,0.15,,,0.001,2.779,,3.5,3.203,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR2.0_SD150_MA193_G1.0,
S350_normal_weight_42,S350_normal_weight,0.15,,,0.001,2.779,,5,3.203,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR2.0_SD150_MA193_G1.0,
S350_normal_weight_43,S350_normal_weight,0.15,,,0.001,2.779,,7.5,2.414,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR2.0_SD150_MA193_G1.0,
S350_normal_weight_44,S350_normal_weight,0.15,,,0.001,2.779,,10,2.188,0.11579167,0.05558,,concrete,,eu_steel_1.0,,,SMD_single_FR2.0_SD150_MA193_G1.0,
S350_normal_weight_45,S350_normal_weight,0.15,,,0.0012,3.961,,3.5,3.562,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR2.0_SD150_MA193_G1.2,
S350_normal_weight_46,S350_normal_weight,0.15,,,0.0012,3.961,,5,3.562,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR2.0_SD150_MA193_G1.2,
S350_normal_weight_47,S350_normal_weight,0.15,,,0.0012,3.961,,7.5,2.503,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR2.0_SD150_MA193_G1.2,
S350_normal_weight_48,S350_normal_weight,0.15,,,0.0012,3.961,,10,2.269,0.16504167,0.07922,,concrete,,eu_steel_1.2,,,SMD_single_FR2.0_SD150_MA193_G1.2,
S350_normal_weight_49,S350_normal_weight,0.17,,,0.0009,2.308,,3.5,2.883,0.09616667,0.04616,,concrete,,eu_steel_0.9,,,SMD_single_FR2.0_SD170_MA252_G0.9,
