floor_family_id,component,floor_category,floor_type,span_behavior,manufacturer,material_family,construction_method,support_condition,unit,material_concrete_id,material_screed_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,vibration_limit,fire_rating,acoustic_note,requires_rebar,requires_pt,requires_screed,requires_topping,requires_fireproofing,beam_requirements,can_span_to_columns,can_span_to_walls,source,notes
sa_pine_clt_floor_143mm_ll4_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.17,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.62m; governing=vibration; vibration CA=4.17m, SE=4.72m; layup 33/22/33/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_143mm_ll4_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.17,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.2m; governing=deflection; vibration CA=4.17m, SE=4.72m; layup 33/22/33/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_143mm_ll5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.17,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=3.65m; governing=deflection; vibration CA=4.17m, SE=4.72m; layup 33/22/33/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_143mm_ll5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.17,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.36m; governing=vibration; vibration CA=4.17m, SE=4.72m; layup 33/22/33/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_143mm_ll5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.17,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.12m; governing=deflection; vibration CA=4.17m, SE=4.72m; layup 33/22/33/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll1p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.73m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll1p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.95m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll1p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.57m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll2_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.55m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll2_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.65m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll2_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.48m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll2p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.39m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll2p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.4m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll2p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.48m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll3_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.25m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll3_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.19m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll3_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.34m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll4_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.01m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll4_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.84m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll4_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.23m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=3.82m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.57m; governing=vibration; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_154mm_ll5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.35,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.14m; governing=deflection; vibration CA=4.35m, SE=5.01m; layup 33/33/22/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll1p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.98m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll1p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.27m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll1p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.66m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll2_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.8m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll2_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.96m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll2_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.57m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll2p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.64m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll2p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.71m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll2p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.49m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll3_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.49m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll3_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.49m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll3_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.43m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll4_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.25m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll4_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.13m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll4_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.32m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.04m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.85m; governing=vibration; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_165mm_ll5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.54,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.23m; governing=deflection; vibration CA=4.54m, SE=5.31m; layup 33/33/33/33/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll1p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.29m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll1p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.69m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll1p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.78m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll2_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.1m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll2_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.37m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll2_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.69m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll2p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.94m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll2p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.1m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll2p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.61m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll3_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.79m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll3_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.87m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll3_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.54m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll4_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.53m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll4_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.49m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll4_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.42m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.32m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.19m; governing=vibration; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_176mm_ll5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.79,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.33m; governing=deflection; vibration CA=4.79m, SE=5.7m; layup 33/22/22/22/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll1p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.54m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll1p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=7.01m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll1p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.86m; governing=deflection; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll2_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.34m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll2_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.68m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll2_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.76m; governing=deflection; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll2p5_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.17m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll2p5_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.4m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll2p5_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.68m; governing=deflection; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll3_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.01m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll3_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=6.16m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll3_cantilever,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,cantilever,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=1.6m; governing=deflection; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll4_single_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,single_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=4.75m; governing=deflection; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
sa_pine_clt_floor_187mm_ll4_continuous_span,floor,timber,clt_floor,one-way,SA Pine CLT,timber,mass_timber,continuous_span,metric,,,,,,ec_clt,4.99,,,,,,,,secondary,,True,"SA Pine CLT slab span tables, May 2023","Deflection table span=5.77m; governing=vibration; vibration CA=4.99m, SE=5.95m; layup 33/22/22/33/22/22/33; density 500 kg/m3; strength checks not included."
